"Dyad ID","Thought Unit","Speaker","ANNOTATION"
33,35,Wine,So we can move to the next point./,PO
33,36,Grocery,Renovation./,P1
33,37,Wine,Renovation costs./,MI-N
33,38,Grocery,"Well,I’m thinking, I’m probably going to have to do most renovation to the space cause it’s not set up for grocery right now, so referidgeration units and things like that, as far as décor, I guess, we’re going to have similar décor, so it’s not like we’re going to have buy separate decorating materials./",SB-R
33,39,Grocery,"Even with all that considered,like, I still can only think of having spend like $10,000/",IP
33,40,Grocery,"because I would rather spend the money on getting quality like,gourmet food and training my employees and stuff. /",SB-R
33,41,Wine,"Mmmhmm,that’s reasonable./",MI-N
33,42,Wine,I totally understand your situation/,MI-C
33,43,Wine,"but I…I need to tell you what I am thinking on this issue,because we are located in the neighborhood of Dupont Circle, our customers will be high class, the rich people. So I guess the...customers about the good looking of the grocery store and since we’re sharing customer group. I mean, I believe we will share a lot of customers in the future./ So I do believe that a good looking environment is critical to my store,/",SBR
33,44,Wine,"so I would like to go 30,000 for the renovation costs. /",IP
33,45,Grocery,"Um,how much equipment are you able to bring from your old location?/",QS
33,46,Grocery,Do you have wine racks and stuff?/,QS
33,47,Grocery,"What’s the 30,000 going to go to?/",QS
33,48,Wine,I would like to spend most of this money on the exterior looking./,SB-R
33,49,Wine,I would like to have a good looking to attract the people walking around so they’ll choose our store instead of other places at their first glance of our store./,SB-R
33,50,Wine,"So that’s my thinking but we can discuss about this since this is our shared space,so I wanna…/",MU
33,51,Grocery,"Well again,somewhere between the average would be 20,000 then, just half as much./",PC
33,52,Grocery,"It’s twice as much as what I want to spend so actually,twice as…if you..if you want to spend more than half, that’s 15,000, so I would…I mean, there’s no structural problem./",SB-R
33,53,Grocery,"We don’t have to….everything’s just decorative and obviously,for the grand opening we need to have everything done in advance./",SB-R
33,54,Wine,"And for this,I am thinking about the long-term benefits of decorating the store./",SB-R
33,55,Wine,"If we buy better quality decorations,we can stand for longer times, that’s better for us to save money in the future with thinking about using more money now to save for the future./",SB-R
33,56,Grocery,"Also,if you want to spend $30,000, things might take a bit more time, so are you planning…not that we have to negotiate the grand opening right now but in you know, in accordance with renovation costs, it seems like you are going to need more time if you really want to spend that much money./",SB-R
33,57,Wine,"That’s true,that’s true, and I agree./",MI-C
33,58,Wine,"I need time to wait for the grand opening,okay./",MI-C
33,59,Wine,"So how about we go for the 20,000 is that okay for you?/",OS
33,60,Grocery,"It just seems like,I mean, I only wanted to spend 10,000/",IP
33,61,Grocery,and I think I have more….I’m going to have more startup costs than you as far as products and things because I think you’ll be able to bring a lot of that from before and…/,SB-R
33,62,Grocery,"so now,I mean, what are you thinking about decoration? So mostly on like the front of the building./",QS
33,63,Wine,"Yeah,cause there’s so many liquor and grocery stores nearby we have to have something outstanding and by their first glance they don’t know the quality of the goods inside. They’re pretty much attracted by the outside looking, thinking about that./",SB-R
33,64,Grocery,"Yeah,I’m just, see it’s, it’s twice as much as what I want to spend and that’s only $10,000 less than what you want to spend./",SB-R
33,65,Grocery,"I mean,is there anyway you can do 15,000…and maybe we could open a little earlier or something?/",PP
33,66,Wine,"Well for now,yeah, I guess I could go a little earlier on the renovation costs./",RP
33,67,Wine,"So I can compensate this by bringing more from my old store cause I think for the next two items,I need more of your support./",PX
33,68,Wine,"So yeah,I agree to 15,000 for the final./",RP
33,69,Grocery,Okay./,MI-N
33,70,Wine,Okay./,MI-N
33,71,Grocery,So how much space do you want?/,QP
33,72,Wine,"Floor space,I would like to have 40%./",IP
33,73,Wine,How do you think?/,QP
33,74,Grocery,40%?/,QM
33,75,Wine,Yeah. /,MI-N
33,76,Grocery,"Well yeah,I was trying to think of like, you know, we never shared the space so I was trying to think like, if you have…you’re going to have less room because of course, you can stock wine and things like that, and of course we talked about  our referidgeration units./",SB-R
33,77,Grocery,40%...I don’t know what that means for rent.,SB-R
33,78,I’m a little unsure about that quite yet./,MI-NEG
33,79,Wine,"I’m not sure either,until I do the research on the rent./",SB-R
33,80,Grocery,"Yeah,exactly./",MI-N
33,81,Grocery,"Um,yeah, again, like, you know, I…you compromised on the last one and I can, I’ll need your support on some of these other ones/",PX
33,82,Grocery,"so I think 40/60 is fine. I got 60,you got 40./",RP
33,83,Grocery,Good./,MI-C
33,84,Wine,Thank you. /,MI-C
33,85,Grocery,"Alright,so temperature settings./",P1
33,86,Wine,"Well,you know, this is the key thing for us, for the liquor and wine cause that’s the thing that’s most important for us to keep the quality of the wine, liquor/",SB-R
33,87,Wine,so I will like to have the 65 degree as our room temperature./,IP
33,88,Grocery,"Is that for like,outside room temperature?/",QS
33,89,Grocery,Are you going to have referidgeration units or?/,QS
33,90,Wine,Well we have referidgeration units but not all our liquor and wine will in the referidgerator. We still have a lot of stuff outside the referdigerator unit so the temperature is the key for us./,SB-R
33,91,Grocery,What’s the highest temperature you can go without spoiling your products?/,QB
33,92,Wine,"Well I guess 65 degrees is the line,I cannot go beyond that./",IB
33,93,Grocery,You can’t? /,QS
33,94,Wine,"No,this is the one I really need your support because that’s the key for us./",IR
33,95,Grocery,"I mean,my main concern is that keeping, especially with D.C. summers, keeping it in a big place like this, condition at 65 degrees is going to be really really really expensive./",SB-R
33,96,Wine,"Yeah,I know that, I understand that/",MI-C
33,97,Wine,"but I think for you for the goods in the grocery store,you also need lower temperature to keep them fresh./",SB-R
33,98,Grocery,"Well,my goods, I, most of my goods can stay, they’re fine up to like 75 degrees,/",SB-R
33,99,Grocery,"I always try…I always try to keep things as high as I can you know to save us much money on heating and air conditioning things,",SB-R
33,100,so 65 just seems like…/,MiNEG
33,101,Wine,"It’s really expenditure on the….yeah,I know that but think about…/",SB-R
33,102,Grocery,"Like I’ll have referidgeration units for my stuff that needs to stay colder,so that’s something you could do as well, is have compartments where, you know, you can have things that need to stay colder, colder./",SB-R
33,103,Wine,But we still have lots of things that cannot go into the referidgerator units. We have to keep the room temperature./,SB-R
33,104,Wine,I consulted with the expertise in wine liquor and they said this is critical./,SB-R
33,105,Grocery,"I know but you can have a unit that stays at 65 degrees just like a unit that keeps my stuff that needs to be below room temperature,below room temperature./",SB-R
33,106,Wine,But that would cost me another big amount of money and I am thinking that…,SB-R
33,107,Grocery,"We could share the space. If we both have to do it,we could share the space that keeps things at a particular temperature./",CS
33,108,Grocery,"Because my vegetables,I’ll need to keep them around 65 degrees./",MI-C
33,109,Grocery,"But those other things that absolutely don’t need to be in the cold,and it’s just the way…my way to keep everything that cold if we can have one unit and if we’re really you know,/",CS
33,110,Grocery,if we want to split the bill in half then may be we can have that shared space that run down the middle and have one side each./,CS
33,111,Wine,"Okay,that sounds like a good idea but it’s still not as good to me as the 65 degrees./",IP
33,112,Wine,How about this?/,MIN
33,113,Wine,"Since we have one item left,the grand opening date, I guess we have disagreement on that, so maybe we can you know, arrange these two items./",PP
33,114,Grocery,Together?/,QM
33,115,Wine,"Yeah,can I go for the 65 degrees as temperature and you do whatever grand opening date you want?/",PP
33,116,Grocery,"Um,if I get whatever grand opening date that I want,/",MIN
33,117,Grocery,"because it’ll…it’ll take awhile to get things ready,I’m really concerned about that, because I need to go abroad and you know, talk to some, talk to some specialty products people,/",SB-E
33,118,Grocery,"I really …even 67 degrees will probably save us at least 10,000 a year./",SB-R
33,119,Wine,Yeah but think about the renovation cost.,SBR
33,120,You saved…how much?/,,Grocery,"I only save 5000 because we’re going to compromise the 20,000,and I’ve only saved you know…just 5000./",SB-R
33,121,Wine,"Yeah but I’m going down from 30,000 to 15,000 and I’m supporting you./",SB-R
33,122,Grocery,Well I’m going from 75 degrees to 67 degrees./,SB-R
33,123,Wine,Well we don’t need the exact amount of money we need for the air conditioning./,SB-R
33,124,Grocery,"No,we don’t but the renovation cost is something that…it’s just, it’s not as important./",IR
33,125,Grocery,"Like,the renovation cost, it’s an upfront cost but temperature, if we agree on this and we continue business for the next 20 years, it’s something that’s going to impact you know, it’s more important than like an upfront renovation cost./",SBR
33,126,Grocery,"So what if we did,how about, we go up to 20,000 for renovation, we could go 67 for the temperature, and I can pick the grand opening date?/",OM
33,127,Wine,"Okay,let me see what is your grand opening date?/",QP
33,128,Grocery,"I would prefer September 1st,/",IP
33,129,Grocery,the earliest I can do is August 1st./,IB
33,130,Wine,"Okay,then let’s do August 1st, 67…/",MIN
33,131,Grocery,"August 1st,67, 20,000…/",OM
33,132,Wine,"Yeah,how about that?/",QM
33,133,Grocery,Sounds great!/,RP
33,134,Wine,"Yeah,I do actually use the summer time in August, the last month of summer./",SB-R
33,135,Grocery,"Well,everyone’s coming back and it’s a good time to open a new store./",MI-C
33,136,Wine,"Yeah,the back to school days is good thing for us./",MI-C
33,137,Wine,"Okay,I think we’re done./",MI-C
33,138,Grocery,We’re done!/,MI-C
33,139,Wine,"Good,good!/",MI-C
33,140,Wine,Look forward to working together…/,MI-C
33,141,Wine,should I…/,MI-C
33,142,Grocery,Get the door?/,OT
34,0,Group 34 –coded
34,1,Name: Esther
34,2,Date:04-20-06
34,3,Grocery,Okay.,MI-C
34,4,Wine,Alright.,MI-C
34,5,Grocery,"So,what are your interests?",MI-C
34,6,Wine,"Um,let’s see.",MIN
34,7,Wine,So apparently I’m dealing with the wine shop here and you got the grocery store.,GD
34,8,Wine,"Um,let’s see.",MI-N
34,9,Wine,"So let’s discuss hours of operation,renovation costs, floor space, temperature, and grand opening.",PO
34,10,"That,I presume, those are the exact same concerns you are dealing with.",MI-N
34,11,Grocery,"If not then it’s their problem,not ours.",OT
34,12,Grocery," But anyway,so first of all, I can tell what my priorities. I would say that the opening date is very important to me",IR
34,13,Grocery,"because you know,I understand wine store is a little bit small in size right?",SB-R
34,14,"I have to buy stuff,",SB-R
34,15,"I have to buy stuff,"But for the grocery store,I have to train,",SB-R
34,16,"you know,the size of my grocery store is, I have more things to manage before it opens so I don’t know if you,",SB-R
34,17,"you know,do you want to talk about this first or?,P1
34,18,Wine,"Okay,I presume, like you want to, you prefer to have a later date?",IN-N
34,19,Grocery,Yeah.,IP
34,20,Wine,"Well,okay.",MI-N
34,21,Grocery,"Yeah,so, I mean, we can discuss the other things also.",PO
34,22,Wine,"Well,we can start with that, like, what do you think of a…July 1st date maybe like?",OS
34,23,Wine,How…,MI-N
34,24,Grocery,Oh that’s going to kill me.,RN
34,25,Grocery,I won’t have enough time to start by that date.,SB-R
34,26,Wine,Oh really?,QS
34,27,Wine,"So,like, well so much for May 1st.",MI-Neg
34,28,Wine,Hmm.,MI-N
34,29,Wine,Okay…..it’s going to kill you.,IN-P
34,30,Grocery,That’s going to kill me for sure.,SB-R
34,31,Grocery,"You go to these stores,shop at Giant, you know, people have to prepare for longer period.",SB-R
34,32,Wine,"Alright,well, there’s some difference between your concerns.",IDN
34,33,Wine,What about in terms of floor space?,QP
34,34,Wine,"Like you’re right that having a smaller floor space is good for me. I assume that having a grocery store,you need to have a little more space.",ID-P
34,35,Grocery,That’s right.,MIN
34,36,Wine,"Okay,well, what would you think of, like 60/40 arrangement where you get 60% and I get 40%?",OS
34,37,Wine,"Cause I do,like I will need, maybe I know it’s smaller than a grocery store but I will need some room to be able to have all supplies that I do have.",SB-R
34,38,Grocery,60/40?,QM
34,39,Wine,"Yeah,you’ll get 60% and I will get 40%.",MI-N
34,40,Grocery,"Okay,yeah, that’s not too bad.",RP
34,41,Grocery,"Of course of course,you know, I think I can compensate the smaller space with the opening date a little bit.",PP
34,42,Grocery," So if you can,we can start, opening say September, then I can split the floor 60/40, do you think that’s a good outcome?",OM
34,43,Wine,"I think that,that’d probably be okay, yeah.",RP
34,44,Wine,So I guess that means we have two of them done.,PO
34,45,Wine,"Like so we agree,like, I get 40% of floor space and you get the September grand opening date?",OM
34,46,Grocery,Yeah.,RP
34,47,Wine,Alright./ Okay.,MI-N/MI-N
34,48,Wine,"So,I’m guessing that another bone of contention is probably going to be the temperature.",ID-N
34,49,Wine,"I don’t know…for me like you know,I have a lot of wine, like I gotta have like a lower temperature there.",IP
34,50,Wine,"However much I might try to make an argument for there being a like,you know, cooler temperature which is good for produce as well, I’m assuming that you know, such arguments don’t work when you have right in front of you the amount that you…",OT
34,51,Wine,"So is,for temperature then, like what would you see as a good outcome for that for you?",QP
34,52,Wine,Like what sort of temperature do you want?,QP
34,53,Grocery,"I think I can…I understand you want,you want the lower temperature /and I’d like to, we can do some balance between…",IN-P/PC
34,54,Grocery,"I can sacrifice on the temperature because I know it’s critical to you,but I want to get compensated by, for the other, rest, the other issues.",PX
34,55,Grocery,"Maybe we can,I think we can talk about it together and make a deal out of it.",PP
34,56,Wine,"Well,let’s see, of the remaining three, which one is most critical to you?",QR
34,57,Grocery,"Yeah,I think, well, I would say that hours of operation and temperature are as critical to me as, same critical to me.",IR
34,58,Grocery,So we can probably do some balance between hours and temperature.,PP
34,59,Wine,Okay.,MI-N
34,60,Wine,How do you feel about renovation costs?,QP
34,61,Grocery,"Well we can,I mean I will do just…I can do trade for renovation because it’s less important to me.",IR
34,62,Wine,Okay.,MI-N
34,63,Wine,"Um,alright. /So alright.",MI-N/MI-N
34,64,Wine,So how are we going to do that.,PO
34,65,Grocery,"Do you think,I mean, it may, it might sound a little bit crazy but do you think we can open from 6:30 to 6:30, am, 6:30 am to 6:30 pm?",OS
34,66,Wine,I think that would kill me.,RN
34,67,Grocery,I understand.,MI-C
34,68,Wine,"It’s essentially a liquor store,so the evening business is the biggest part for me.",SB-R
34,69,Grocery,"Yeah,that’s true.",MI-C
34,70,Wine,"Like,so the later it’s going to be the better of like, it’s…hours of operation is a little more important to me than temperature as well.",IR
34,71,Wine,"Like,I’d rather have a little bit later than I would of the temperature.",IR
34,72,Grocery,I agree but I think we should find a balance.,PP
34,73,Wine,Is renovation cost a pretty major concern for you as well?,QR
34,74,Grocery,Not really.,IR
34,75,Wine,Really?,QM
34,76,Wine,Cause that has a pretty major thing for me,IR
34,77,Wine,"because apparently,I, from what I read in my packet, I hate the floor space, like I have the way it looks /and I want to renovate it quite a bit. I would like to spend quite a bit on that. ",SBR/IP
34,78,Grocery,"Yeah but,I mean, we can do a sort of a grand place between the three.",PP
34,79,Wine,"Right,okay so…",MI-C
34,80,Grocery,"So you can,I mean, okay, how about this choice?",QM
34,81,Wine,Alright.,MI-N
34,82,Grocery,"How about this..okay,7:30 to 7:30, renovation 20,000, temperature 71…",OM
34,83,Wine,"I probably would have gone,hours of operation 9:30 to 9:30, renovation costs, like closer to 25, and then temperature like 67.",OM
34,84,Grocery,Wow.,RN
34,85,Grocery,"Yeah,I guess we are both choosing from the top, the second item from the top in both columns?",OT
34,86,Wine,"Yeah,like, so I think both of us gave a little bit on…ideally if I got, if I got whatever I wanted, I would want to get 10:30 to 10:30, 30,000 and 65 degrees,",IP/IP/IP
34,87,Wine,"and if I understand the way in which this is set up,you want the exact opposite.",ID-P
34,88,Grocery,Yeah.,MI-N
34,89,Grocery,"So I mean,choosing the middle one is not necessarily optimal for both of us…choosing the middle one because we have different weights in different columns.",OT
34,90,Wine,Right.,MI-N
34,91,Grocery,"So,I mean…",MI-N
34,92,Wine,Let’s put it this way.,MI-N
34,93,Wine,It’s better for me to have a higher renovation cost than it is for hours of operation or temperature.,IR
34,94,Wine,Like I would rather spend the maximum on renovation cost and give a bit on both of those.,IR
34,95,Grocery,"Okay,yeah.",MI-N
34,96,Grocery,How about this?,QM
34,97,Grocery,Let me give up the lower issue.,PC
34,98,Wine,Okay.,MI-N
34,99,Grocery,"Then give me a full temperature which is 73,then hours, then hours, say still, 7:30-7:30, you agree?",OM
34,100,Wine,"Let’s see…what about like the same thing but 8:30 to 8:30 on hours of operation,if you could push…",OM
34,101,Grocery,"Yeah because renovation thing,…a little….I’d totally give it up,basically with 0 points.",OT
34,102,Grocery,"So I want to have more,compensated on hours of operation.",PC
34,103,Wine,"Okay,okay.",MI-N
34,104,Wine,"Let’s see then,so you’re saying 73.",MI-N
34,105,Wine,Cause I mean like going all the way on temeperature does make me lose…it’s not a significant concern.,SB-R
34,106,Grocery,"That’s true,okay how we do this.",PO
34,107,Grocery,"Give up,give up renovation costs, I lower my temperature 2 degrees which means 71, then start from 7:30 to 7:30.",OM
34,108,Grocery,Is that a good choice?,MIN
34,109,Wine,Let’s see how does that work out?,MI-N
34,110,Wine,"This actually makes me feel like a business man,crunching numbers.",MI-N
34,111,Wine,"Hmm. /I mean,hmm.",MI-N/MI-N
34,112,Wine,"What if we,what if I gave you back the full temperature and we agree to open at 8:30?",OM
34,113,Grocery,How about you can turn down the temperature?,OM
34,114,Wine,Hours of operation makes more difference to me than temperature.,IR
34,115,Grocery,"Well,if that works..okay, let’s, let’s do this. I will make it personal.",MI-C
34,116,Grocery,"I agree,full temperature 73 degrees, I give up my renovation costs 30,000, then, we start from 8:30 to 8:30. Deal?",OM
34,117,Grocery,Wine,Deal.,RP
34,118,Grocery,"Okay so that gives us,like, in the middle on hours of operation 8:30 to 8:30, I basically grab the renovation costs, we do the 60/40 floor space, I give you the temperature, and I give you the grand opening date. /Hmm.",MI-N/MI-N
34,119,Grocery,"Alright then,yeah.",MI-C
34,120,Grocery,"Yeah,okay!",MI-N
34,121,Grocery,We’re done!,MI-N
34,122,Wine,I guess we’re done.,MI-N
34,123,Wine,Deal!,MI-C
34,124,Grocery,Deal!,MI-C
34,125,Wine,Deal!,MI-C
35,0,Group 35
35,1,Name of Coder: Pooja
35,2,Date:4/27/06
35,3,Wine,Okay.,MIC
35,4,Grocery,Nice to meet you.,MIC
35,5,Wine,Nice to meet you.,MIC
35,6,Grocery,"So since we will have shops under the same roof,so have five issues to negotiate.",PO
35,7,Wine,"Uh-huh,the same ones.",MIN
35,8,Grocery," So I think from the very beginning,hours of operation?",P1
35,9,Wine,"Okay,that one’s pretty important to me,",IR
35,10,Wine,I want to be open from 10:30 am to 10:30pm.,IP
35,11,Grocery,"Ahh,but you know, I’m selling something people will get as breakfast, so if past 6 or something, /people already out there, they want to have something to eat so from 10, I will just miss a lot of my money or something, so.",IP/ SBR
35,12,Wine,"I see,we have a four hour gap there.",IDN
35,13,Wine,Do we want to go on and talk about the others and see how far apart our interests are or go one by one?,PM
35,14,Grocery,"Maybe one by one is okay because if we are talk about all the issues in the same time,you’re going to miss out.",PO
35,15,Grocery,Wine,"That’s true,that’s true.",MIC
35,16,Grocery,"Um,okay, I would say this is a pretty important, this is one of the more important issue for me.",IR
35,17,Grocery,"So is that,is it also an important issue for you? The hours of operation?",QR
35,18,Grocery,"Yes,because you know, people always  have this kind of thing as breakfast, right, so it should be quite early in the morning and I  think no later than 7.",IR/SBR/IP
35,19,Wine,"Well,I could see it going earlier to say, 9:30 to 9:30pm,",OS
35,20,Wine,"because other liquor stores,they tend to be open pretty late at night so we don’t want to be, to close too early because that’s when people tend to go buy.",SBR
35,21,Grocery,"Mmm,but, but will you get up?",SBR
35,22,Grocery,You only have a cup of coffee and have some break right? .,SBR
35,23,Grocery,"And you go to work and bring something. If you don’t have that kind of breakfast,you can’t start one day of work, and I think that’s pretty important for everyone to have a very fresh start, right?",SBR
35,24,Grocery,"You should have breakfast,don’t you?",SBR
35,25,Wine,"I think that is important,yes.",MIC
35,26,Grocery,"You still get up early and drive to the place,and school or company or something but you should have something like coffee, bread, bagel, doughnut, anything.",SBR
35,27,Wine,"I think that the problem is that if it closes at 7:30,then that means it’s going to be missing all the people who would be tending to go out in the evenings.",SBR
35,28,Grocery,"It’s a liquor store,it’s not a bar.",SBR
35,29,Grocery,"People just go there to buy something,not sitting there and have fun. I think it’s a..there’s something slightly different from bar or something.",SBR
35,30,Wine,So…okay.,MIN
35,31,Grocery,"You only go out and buy some beer or wine,and go back, and have dinner with them right?",SBR
35,32,Grocery,"Or have party,the party begins no later than 7 or 8 or something. It’s not that late to till 10 o’clock, because that place where people get together, it’s a place to selling liquor, wine or something. It’s just to shop, it’s not a park.",SBR
35,33,Wine,"That’s true but the problem is that a lot of people,just before they go to a party, they go in and they buy wine and they go…the party might have started.",SBR
35,34,Grocery,Really?,SBR
35,35,Wine,"That does happen sometimes,yeah. I’m just pretty sure that liquor stores in general tend to operate pretty late and I think it’s to catch the crowds that go get liquor late for parties and that sort of thing…so it’s hard.",SBR
35,36,Wine,Well I’ll be willing to compromise to 8:30 to 8:30.,OS
35,37,Grocery,"Okay,I think so because…okay.",RP
35,38,Grocery,The second issue…,P1
35,39,Wine,"Okay,the renovation cost.",P1
35,40,Wine,I care a lot about this particular issue.,IR
35,41,Wine,I want to spend as much as possible in renovation,IP
35,42,Wine,"because in the Dupont Circle area,we care a lot about image.",SBR
35,43,Grocery,So how much would you like to offer or something?,QP
35,44,Wine,"Well,I just want it to be as high as possible.",IP
35,45,Grocery,As high as possible?,QM
35,46,Wine,"As high as possible,so 30,000 would be ideal.",IP
35,47,Grocery,Oh!,RN
35,48,Grocery,"But I mean as a shop,we’re selling things, we’re just selling liquor, food, and we’re selling our customer service,",SBR
35,49,Grocery,"and I think,it might be fun to have some decoration around, but I don’t think it’s that important",SBR
35,50,Grocery,because since I know some place where they have very good decoration but people do not go there very often because they have very bad good customer service.,SBR
35,51,Grocery,"So I think,my point is if we can provide good food, liquor, and we can provide good customer service, people will come here",SBR
35,52,Grocery,"because you know,there’s some very small places, they’re not so beautiful, they’re not so seem nice, but people go there because they provide good things so.",SBR
35,53,Wine,"So,it just might be a needless expense.",MIC
35,54,Grocery,"Yes,including a 6 star hotel.…not many people can afford right?",SBR
35,55,Grocery," So if you spend too much money on that,maybe you might have to spend your liquor much more expensive or something.",SBR
35,56,Grocery,I’m not so sure but it will add money to the…,SBR
35,57,Wine,It depends on how many people it’ll attract and I am predicting it will attract many.,SBR
35,58,Wine,"So do you want to spend 10,000 on that or?",QP
35,59,Grocery,"10,000…",IP
35,60,Wine,Well which amount would you prefer?,QP
35,61,Wine,"I mean,if you could. If you could have anything you want.",MIN
35,62,Grocery,"15,000,I can’t afford because…",IP
35,63,Wine,"Okay,well I’d go down to 25,000?",OS
35,64,Grocery,"Why not choosing the mean value of that cause…since I’m selling some food and although under the same roof but do you still think it’s impossible to that much,to enhance the environment to sell food better?",PC/SBR
35,65,Grocery,"Cause if I were the customer,I’d go to place, and I have very good food, I’ll remember good service, I will remember the place and tell about the place to my friends.",SBR
35,66,Grocery,"So I think the most important two things to me is service and their,the things they are selling, it’s not the decoration.",SBR
35,67,Wine,"Still,I’m of the opinion that the clientele, particularly in the Dupont Circle area are really sort of the richer trendier types, and it means a lot to them that the store looks nice on the outside and at the very least, it’ll start attracting customers into the store at the very beginning when it opens, so…",SBR
35,68,Grocery,I think it’s already interesting to have two shops under the same roof right?,SBR
35,69,Wine,Darn it.,MINEG
35,70,Wine,"Um,okay.",MIN
35,71,Wine,Well this is a very important issue for both of us so I don’t know.,IDN
35,72,Wine,"I would have to suggest again to compromise and do the middle road which would be 20,000.",OS
35,73,Grocery,Okay.,RP
35,74,Wine,Okay.,MIN
35,75,Grocery,Okay.,MIN
35,76,Wine,We’re not a very happy couple of stores.,MINEG
35,77,Wine,Okay.,MIN
35,78,Grocery,Floor space?,P1
35,79,Grocery,"I think cause I’m selling…a variety of different things so I need a little bit more space than you to display this kind of products,/ so maybe more than one half,a little bit more like 60 or 70 is okay for me.",SBR/ IP
35,80,Grocery,"I just need to display because they have different shape,different color or something.",SBR
35,81,Grocery,"I can’t be compressing into one book,it’s impossible right?",SBR
35,82,Grocery,So I just need some place to display them.,IP
35,83,Wine,I agree that groceries take up more space and I don’t need so much space.,MIC
35,84,Wine,I think my ideal amount would be 40%.,IP
35,85,Grocery,"40%,so mine is 60% right?",QM
35,86,Wine,"Yours,you said 60?",QM
35,87,Grocery,I need 60 or 70.,IP
35,88,Grocery,Wine,60 or 70.,MIN
35,89,Grocery,Yeah.,MIN
35,90,Wine,"Okay,um…let’s see.",MIN
35,91,Wine,60 or 70.,MIN
35,92,Wine,Would you prefer 70 to 60 or..,QP
35,93,Wine,because I prefer 40%.,IP
35,94,Grocery,"You prefer,you need 40%, so I need 60% then good.",IS
35,95,Grocery,Agree?,OS
35,96,Wine,That’s a good one! I’m shocked!,RP
35,97,Grocery,It’s not a fight. We just negotiate here.,MIC
35,98,Grocery,"Okay,here comes another important issue, temperature for us.",IR
35,99,Grocery,"Cause we’re selling different thing,they need to be stored under different temperatures.",ID-N
35,100,Grocery,"To me,the best thing, the best temperature’s 73 degrees",IP
35,101,Grocery,because it can keep the food fresh meanwhile we can just save money on electricity bill.,SBR
35,102,Grocery,What do you like?,QP
35,103,Wine,"Well unfortunately,my wine’s best stored at lower temperatures, so I prefer 65 degrees.",IP
35,104,Grocery,"Oh,65?!",RN
35,105,Wine,That’s quite a range. ,IDN
35,106,Grocery,"What’s a normal temperature,65?",QS
35,107,Grocery,"I thought people you know,store liquor in refridge..in referidgerator or something?",SBR
35,108,Wine,"Yeah,some of them are stored in the fridge.",SBR
35,109,Grocery,"Yeah,so maybe you can store..maybe, I think most stores, shops sell liquor in the referidgerator or something and use a special instrument to store them, not the room temperature.",SBR
35,110,Grocery,"To me,I just place those food in the normal space, not in some special instrument.",SBR
35,111,Grocery,"So the room temperature is important but I don’t know,maybe to you, you just need something else to protect, for example, to give them a better taste or something?",SBR
35,112,Wine,"Yeah,I think that they they need to have, to be generally be stored at lower temperatures so that the…to perserve the taste or something like that.",SBR
35,113,Wine,So I wouldn’t want to be putting all of them in the fridge if I can help it,SBR
35,114,Wine,because that would be a big expense.,SBR
35,115,Wine,All I really need to do is to be about 65 degrees and that would be the ideal.,IP
35,116,Grocery,"That’s too much,that’s a big difference.",RN
35,117,Wine,It’s a big culprit.,IDN
35,118,Grocery,"So we have to compromise to some extent,right?.",PC
35,119,Grocery,"If you just put all the same,put everything under that temperature, electricity bill will be unaffordable and we share that...we share that many expense.",SBR
35,120,Wine,"It wouldn’t be such a bad thing in the winter,just in the summer.",SBR
35,121,Grocery,Right.,MIN
35,122,Grocery,During the winter we can put everything outside. We should keep the room out.,SBR
35,123,Wine,Hmm.,MIN
35,124,Wine,"So,we are once again, polarized here.",IDN
35,125,Wine,"To save time,I will go for the middle ground again.",PC
35,126,Grocery,"Okay,69?",OS
35,127,Wine,Uh-huh.,MIN
35,128,Grocery,Okay.,RP
35,129,Wine,I think my wines won’t spoil there.,SBR
35,130,Grocery,"So the final big issue,the grand opening date.",P1
35,131,Grocery,"Ahh,we have to talk…a little bit more on this issue",PO
35,132,Grocery,"cause as I always insist,the most important thing for the shop is their product and their customer service, so I insist that we should hire some new person, new people and train them and only through this kind of method can be provide good customer service cause we whould be special.",SBR
35,133,Grocery,"We should be very special to give the best service to the customers so... and also,",SBR
35,134,Grocery,I want the grand opening date to be a very special date,SBR
35,135,Grocery,"because I ordered something from abroad,so we still need some time.",SBR
35,136,Grocery,"I think September 1st is ideal day but,",IP
35,137,Grocery,so what’s your opinion?,QP
35,138,Wine,"Well,I’m all pretty much ready to go.",SBR
35,139,Wine,"I have everything in storage,I have my people trained I guess, and I’m ready to go as soon as possible.",IP
35,140,Grocery,"All ready to go,you have old people and new people?",QS
35,141,Wine,"Ahh,they must have transferred from another store.",SBR
35,142,Grocery,"Yeah,they still need time.",SBR
35,143,Wine,"Yeah,so I prefer to the earliest date.",IP
35,144,Grocery,"Maybe I can use,maybe I can use airmail or something to get the things faster but I still need…because I have no…I haven’t hired the people yet so it’s impossible…",SBR
35,145,Grocery,"because if you open your shop,I’m still not ready so, can you please?",SBR
35,146,Grocery,So if I can open August 1st cause I really need time to train them.,IP
35,147,Wine,"I think…time to trian your employees but still in the meanwhile,I’m going to be waiting a month for, I have all my things ready and I’m ready to start making money so I’m not willing to go too far in this.",SBR
35,148,Wine,So maybe June 1st?,OS
35,149,Grocery,"You know,we hire people, we asked them to go through interviews, and it’s a very long process. We decide which one can go, we have to train them, and they must behave…get used to a team, to work together, and get familiar with all kinds of things because you know, selling things if they know much better about the product or history or anything, they will serve the customer better so…",SBR
